step,position,health_level,resource_level,air_pollution,ground_pollution
0,"(0, 0)",100.0,100.0,72.46296296296296,61.414351851851855
0,"(0, 1)",100.0,100.0,58.50377833753148,56.04124685138539
0,"(0, 6)",100.0,100.0,61.2950495049505,57.11584158415842
0,"(0, 7)",100.0,100.0,50.13664271717831,52.82253429131287
0,"(0, 9)",100.0,100.0,50.13664271717831,52.82253429131287
0,"(1, 0)",100.0,100.0,69.67058823529412,60.33970588235294
0,"(1, 1)",100.0,100.0,50.13664271717831,52.82253429131287
0,"(1, 4)",100.0,100.0,50.13664271717831,52.82253429131287
0,"(2, 0)",100.0,100.0,50.13664271717831,52.82253429131287
0,"(2, 8)",100.0,100.0,61.2950495049505,57.11584158415842
0,"(2, 9)",100.0,100.0,61.2950495049505,57.11584158415842
0,"(3, 1)",100.0,100.0,50.13664271717831,52.82253429131287
0,"(3, 5)",100.0,100.0,50.13664271717831,52.82253429131287
0,"(3, 7)",100.0,100.0,58.50377833753148,56.04124685138539
0,"(3, 9)",100.0,100.0,61.2950495049505,57.11584158415842
0,"(4, 3)",100.0,100.0,58.50377833753148,56.04124685138539
0,"(4, 4)",100.0,100.0,50.13664271717831,52.82253429131287
0,"(4, 7)",100.0,100.0,50.13664271717831,52.82253429131287
0,"(4, 9)",100.0,100.0,61.2950495049505,57.11584158415842
0,"(5, 9)",100.0,100.0,50.13664271717831,52.82253429131287
0,"(6, 8)",100.0,100.0,50.13664271717831,52.82253429131287
0,"(7, 0)",100.0,100.0,50.13664271717831,52.82253429131287
0,"(7, 4)",100.0,100.0,50.13664271717831,52.82253429131287
0,"(9, 2)",100.0,100.0,61.2950495049505,57.11584158415842
0,"(9, 3)",100.0,100.0,61.2950495049505,57.11584158415842
0,"(9, 4)",100.0,100.0,50.13664271717831,52.82253429131287
0,"(9, 8)",100.0,100.0,50.13664271717831,52.82253429131287
1,"(0, 0)",100.0,100.0,124.47087579006917,135.5897304916473
1,"(0, 1)",100.0,100.0,93.48985506653435,118.48754853082274
1,"(0, 6)",100.0,100.0,99.09136115743205,121.68754533962036
1,"(0, 7)",100.0,100.0,78.45909666566571,109.54887702662661
1,"(0, 9)",100.0,100.0,77.86601375528454,109.32912634793935
1,"(1, 0)",100.0,100.0,115.89924144066207,131.2886896561248
