step,position,health_level,resource_level,air_pollution,ground_pollution
0,"(0, 1)",100.0,90.0,0.0,0.0
0,"(0, 8)",100.0,60.3,0.0,0.0
0,"(1, 1)",100.0,90.0,0.0,0.0
0,"(1, 3)",100.0,80.0,0.0,0.0
0,"(1, 5)",100.0,70.3,0.0,0.0
0,"(1, 9)",100.0,100.0,0.0,0.0
0,"(2, 0)",100.0,80.3,0.0,0.0
0,"(2, 6)",100.0,80.0,0.0,0.0
0,"(2, 7)",100.0,90.0,0.0,0.0
0,"(2, 8)",100.0,100.0,0.0,0.0
0,"(3, 8)",100.0,70.0,0.0,0.0
0,"(4, 2)",100.0,50.3,0.0,0.0
0,"(5, 4)",100.0,80.3,0.0,0.0
0,"(5, 5)",100.0,70.3,0.0,0.0
0,"(5, 8)",100.0,80.0,0.0,0.0
0,"(6, 1)",100.0,60.3,0.0,0.0
0,"(6, 6)",100.0,60.3,0.0,0.0
0,"(6, 7)",100.0,100.0,0.0,0.0
0,"(7, 7)",100.0,70.0,0.0,0.0
0,"(8, 6)",100.0,100.0,0.0,0.0
0,"(9, 5)",100.0,100.0,0.0,0.0
0,"(9, 9)",100.0,70.3,0.0,0.0
1,"(0, 1)",100.0,80.3,0.0,0.0
1,"(0, 8)",100.0,20.599999999999994,0.0,0.0
1,"(1, 1)",100.0,80.3,0.0,0.0
1,"(1, 3)",100.0,60.3,0.0,0.0
1,"(1, 5)",100.0,40.599999999999994,0.0,0.0
1,"(1, 9)",100.0,100.0,0.0,0.0
1,"(2, 0)",100.0,60.599999999999994,0.0,0.0
1,"(2, 6)",100.0,65.3,0.0,0.0
1,"(2, 7)",100.0,75.3,0.0,0.0
1,"(2, 8)",100.0,85.3,0.0,0.0
1,"(3, 8)",100.0,55.3,0.0,0.0
1,"(4, 2)",100.0,0.5999999999999979,0.0,0.0
1,"(5, 4)",100.0,55.599999999999994,0.0,0.0
1,"(5, 5)",100.0,45.599999999999994,0.0,0.0
1,"(5, 8)",100.0,60.3,0.0,0.0
1,"(6, 1)",100.0,20.599999999999994,0.0,0.0
1,"(6, 6)",100.0,37.06666666666666,0.0,0.0
1,"(6, 7)",100.0,77.06666666666666,0.0,0.0
1,"(7, 7)",100.0,47.06666666666666,0.0,0.0
1,"(8, 6)",100.0,100.0,0.0,0.0
1,"(9, 5)",100.0,100.0,0.0,0.0
1,"(9, 9)",100.0,40.599999999999994,0.0,0.0
2,"(0, 1)",100.0,70.6,0.0,0.0
2,"(0, 8)",100.0,0.8999999999999944,0.0,0.0
2,"(1, 1)",100.0,70.6,0.0,0.0
2,"(1, 3)",100.0,40.599999999999994,0.0,0.0
2,"(1, 5)",100.0,10.899999999999995,0.0,0.0
2,"(1, 9)",100.0,100.0,0.0,0.0
2,"(2, 0)",100.0,40.89999999999999,0.0,0.0
2,"(2, 6)",100.0,50.599999999999994,0.0,0.0
2,"(2, 7)",100.0,60.599999999999994,0.0,0.0
2,"(2, 8)",100.0,70.6,0.0,0.0
2,"(3, 8)",100.0,40.599999999999994,0.0,0.0
2,"(4, 2)",100.0,0.8999999999999979,0.0,0.0
2,"(5, 4)",100.0,30.899999999999995,0.0,0.0
2,"(5, 5)",100.0,20.89999999999999,0.0,0.0
2,"(5, 8)",100.0,40.599999999999994,0.0,0.0
2,"(6, 1)",100.0,0.8999999999999944,0.0,0.0
2,"(6, 6)",100.0,14.033333333333324,0.0,0.0
2,"(6, 7)",100.0,54.033333333333324,0.0,0.0
2,"(7, 7)",100.0,24.033333333333324,0.0,0.0
2,"(8, 6)",100.0,100.0,0.0,0.0
2,"(9, 5)",100.0,100.0,0.0,0.0
2,"(9, 9)",100.0,10.899999999999995,0.0,0.0
3,"(0, 1)",100.0,60.89999999999999,0.0,0.0
3,"(0, 8)",100.0,1.1999999999999944,0.0,0.0
3,"(1, 1)",100.0,60.89999999999999,0.0,0.0
3,"(1, 3)",100.0,20.89999999999999,0.0,0.0
3,"(1, 5)",100.0,1.199999999999995,0.0,0.0
3,"(1, 9)",100.0,100.0,0.0,0.0
3,"(2, 0)",100.0,21.199999999999992,0.0,0.0
3,"(2, 6)",100.0,35.89999999999999,0.0,0.0
3,"(2, 7)",100.0,45.89999999999999,0.0,0.0
3,"(2, 8)",100.0,55.89999999999999,0.0,0.0
3,"(3, 8)",100.0,25.89999999999999,0.0,0.0
3,"(4, 2)",100.0,1.199999999999998,0.0,0.0
3,"(5, 4)",100.0,6.199999999999991,0.0,0.0
3,"(5, 5)",100.0,16.199999999999992,0.0,0.0
3,"(5, 8)",100.0,20.89999999999999,0.0,0.0
3,"(6, 1)",100.0,1.1999999999999944,0.0,0.0
3,"(6, 6)",100.0,10.99999999999999,0.0,0.0
3,"(6, 7)",100.0,30.99999999999999,0.0,0.0
3,"(7, 7)",100.0,0.9999999999999893,0.0,0.0
3,"(8, 6)",100.0,100.0,0.0,0.0
3,"(9, 5)",100.0,100.0,0.0,0.0
3,"(9, 9)",100.0,1.199999999999995,0.0,0.0
4,"(0, 1)",100.0,51.19999999999999,0.0,0.0
4,"(0, 8)",100.0,1.4999999999999944,0.0,0.0
4,"(1, 1)",100.0,51.19999999999999,0.0,0.0
4,"(1, 3)",100.0,1.1999999999999922,0.0,0.0
4,"(1, 5)",100.0,1.4999999999999951,0.0,0.0
4,"(1, 9)",100.0,100.0,0.0,0.0
4,"(2, 0)",100.0,1.499999999999993,0.0,0.0
4,"(2, 6)",100.0,21.19999999999999,0.0,0.0
4,"(2, 7)",100.0,31.19999999999999,0.0,0.0
4,"(2, 8)",100.0,41.19999999999999,0.0,0.0
4,"(3, 8)",100.0,11.199999999999989,0.0,0.0
4,"(4, 2)",100.0,1.499999999999998,0.0,0.0
4,"(5, 4)",100.0,11.499999999999993,0.0,0.0
4,"(5, 5)",100.0,1.4999999999999922,0.0,0.0
4,"(5, 8)",100.0,1.1999999999999922,0.0,0.0
4,"(6, 1)",100.0,1.4999999999999944,0.0,0.0
4,"(6, 6)",100.0,14.633333333333324,0.0,0.0
4,"(6, 7)",100.0,14.633333333333324,0.0,0.0
4,"(7, 7)",100.0,4.633333333333324,0.0,0.0
4,"(8, 6)",100.0,100.0,0.0,0.0
4,"(9, 5)",100.0,100.0,0.0,0.0
4,"(9, 9)",100.0,1.4999999999999951,0.0,0.0
5,"(0, 1)",100.0,41.499999999999986,0.0,0.0
5,"(0, 8)",100.0,1.7999999999999945,0.0,0.0
5,"(1, 1)",100.0,41.499999999999986,0.0,0.0
5,"(1, 3)",100.0,1.4999999999999922,0.0,0.0
5,"(1, 5)",100.0,1.7999999999999952,0.0,0.0
5,"(1, 9)",100.0,100.0,0.0,0.0
5,"(2, 0)",100.0,1.799999999999993,0.0,0.0
5,"(2, 6)",100.0,6.499999999999989,0.0,0.0
5,"(2, 7)",100.0,16.49999999999999,0.0,0.0
5,"(2, 8)",100.0,26.49999999999999,0.0,0.0
5,"(3, 8)",100.0,6.499999999999989,0.0,0.0
5,"(4, 2)",100.0,1.799999999999998,0.0,0.0
5,"(5, 4)",100.0,6.799999999999993,0.0,0.0
