step,position,health_level,resource_level,air_pollution,ground_pollution
10,"(4, 6)",100.0,100.0,0.0,0.0
10,"(4, 7)",100.0,100.0,0.0,0.0
10,"(5, 2)",100.0,100.0,0.0,0.0
10,"(5, 3)",100.0,100.0,0.0,0.0
10,"(5, 7)",100.0,100.0,0.0,0.0
10,"(6, 0)",100.0,100.0,0.0,0.0
10,"(6, 4)",100.0,100.0,0.0,0.0
10,"(6, 9)",100.0,100.0,0.0,0.0
10,"(8, 0)",100.0,100.0,0.0,0.0
10,"(8, 2)",100.0,100.0,0.0,0.0
10,"(8, 3)",100.0,100.0,0.0,0.0
10,"(8, 4)",100.0,100.0,0.0,0.0
10,"(8, 5)",100.0,100.0,0.0,0.0
10,"(9, 3)",100.0,100.0,0.0,0.0
10,"(9, 4)",100.0,100.0,0.0,0.0
10,"(9, 6)",100.0,100.0,0.0,0.0
11,"(0, 0)",100.0,100.0,0.0,0.0
11,"(0, 3)",100.0,100.0,0.0,0.0
11,"(0, 4)",100.0,100.0,0.0,0.0
11,"(0, 6)",100.0,100.0,0.0,0.0
11,"(0, 9)",100.0,100.0,0.0,0.0
11,"(1, 6)",100.0,100.0,0.0,0.0
11,"(1, 7)",100.0,100.0,0.0,0.0
11,"(2, 1)",100.0,100.0,0.0,0.0
11,"(2, 3)",100.0,100.0,0.0,0.0
11,"(2, 4)",100.0,100.0,0.0,0.0
11,"(2, 9)",100.0,100.0,0.0,0.0
11,"(3, 4)",100.0,100.0,0.0,0.0
11,"(3, 5)",100.0,100.0,0.0,0.0
11,"(4, 6)",100.0,100.0,0.0,0.0
11,"(4, 7)",100.0,100.0,0.0,0.0
11,"(5, 2)",100.0,100.0,0.0,0.0
11,"(5, 3)",100.0,100.0,0.0,0.0
11,"(5, 7)",100.0,100.0,0.0,0.0
11,"(6, 0)",100.0,100.0,0.0,0.0
11,"(6, 4)",100.0,100.0,0.0,0.0
11,"(6, 9)",100.0,100.0,0.0,0.0
11,"(8, 0)",100.0,100.0,0.0,0.0
11,"(8, 2)",100.0,100.0,0.0,0.0
11,"(8, 3)",100.0,100.0,0.0,0.0
11,"(8, 4)",100.0,100.0,0.0,0.0
11,"(8, 5)",100.0,100.0,0.0,0.0
11,"(9, 3)",100.0,100.0,0.0,0.0
11,"(9, 4)",100.0,100.0,0.0,0.0
11,"(9, 6)",100.0,100.0,0.0,0.0
12,"(0, 0)",100.0,100.0,0.0,0.0
12,"(0, 3)",100.0,100.0,0.0,0.0
12,"(0, 4)",100.0,100.0,0.0,0.0
12,"(0, 6)",100.0,100.0,0.0,0.0
12,"(0, 9)",100.0,100.0,0.0,0.0
12,"(1, 6)",100.0,100.0,0.0,0.0
12,"(1, 7)",100.0,100.0,0.0,0.0
12,"(2, 1)",100.0,100.0,0.0,0.0
12,"(2, 3)",100.0,100.0,0.0,0.0
